ARID3A	ARNT	ATF2	ATF3	ATF4	ATF7	BACH1	BHLHE40	BRCA1	CBX5	CDC5L	CEBPB	CREB3L1	CTCF	CUX1	E2F1	E2F7	E2F8	E4F1	EGR1	ELF1	ELF4	ELK1	EP300	ESRRA	ETV6	EWSR1	FOXA1	FOXM1	GABPA	GATA1	GATA2	GMEB1	HES1	HMBOX1	IKZF1	IRF1	KLF16	MAFF	MAFK	MAX	MEF2A	MEIS2	MGA	MNT	MYBL2	MYC	NFE2	NFIC	NR2C2	NR2F1	NR2F2	NR2F6	NR3C1	NRF1	PKNOX1	POU5F1	REST	RFX1	RFX5	RUNX1	SP1	SREBF1	STAT1	STAT5A	TAL1	TBP	TCF12	TCF7	TCF7L2	TEAD4	THRA	YY1	ZBTB7A	ZNF143	ZNF282	ZNF384
RFC2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	1	1	2	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	2	0	1	1	1	0	1	0	1	0	1	0	0	0	2	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	2	1
CLIP2	0	0	1	3	1	2	0	3	0	0	0	1	1	0	0	1	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	4	2	0	0	1	3	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	3	0	0	3	0	0	1
GTF2IRD1	0	0	0	1	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	3	0	1	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	4	0
GTF2I	0	0	0	0	2	1	1	2	0	1	0	2	2	2	1	0	0	0	4	5	0	0	0	2	0	0	0	0	1	0	1	0	2	0	3	4	2	0	0	0	5	1	3	0	3	0	2	0	2	0	1	0	0	0	3	1	0	0	1	0	0	1	0	0	1	1	4	1	1	0	1	0	1	3	2	3	2
GTF2IRD2B	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATSL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
POM121C	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	2	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HIP1	1	1	0	0	0	3	0	4	0	0	0	3	1	0	0	1	0	1	2	4	0	0	0	4	3	0	0	0	1	1	0	0	5	1	2	4	2	0	0	0	3	0	7	2	2	0	3	3	3	0	3	1	2	0	4	7	0	2	2	0	1	2	0	0	1	2	1	1	0	0	2	0	0	3	2	5	1
CCL26	0	1	3	3	1	1	0	0	0	0	1	2	1	1	1	2	0	1	2	1	0	1	0	3	2	0	0	0	2	0	2	1	3	1	3	6	0	1	1	1	0	0	4	8	0	0	0	0	2	0	5	3	4	0	2	2	0	0	2	0	0	0	0	0	1	2	0	2	1	1	2	0	0	0	0	1	1
CCL24	0	0	1	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	2	0	1	1	0	0	0	1	2	0	1	1	1	0	0	1	0	0	2	0	0	0	1	0	1	1	0	1	0	0	2	0	0	0	1	0	0
RHBDD2	1	4	1	1	1	2	0	0	0	0	0	2	2	1	0	1	1	1	2	2	2	1	0	1	2	0	0	0	0	1	1	0	2	0	0	3	1	0	0	0	1	0	1	1	0	0	2	0	1	0	1	0	1	0	1	3	0	0	1	0	0	2	0	0	0	1	1	0	1	0	1	0	1	0	0	1	2
POR	1	0	0	0	0	2	0	1	0	0	0	3	2	1	0	1	0	0	1	2	2	0	0	3	3	0	0	0	0	1	3	0	1	0	0	1	1	0	0	2	5	0	2	3	2	0	2	2	1	0	2	1	3	0	3	4	0	3	2	0	1	1	1	0	1	0	2	0	0	1	1	0	3	1	2	2	2
STYXL1	0	0	1	1	0	2	0	1	0	0	0	1	2	2	0	1	0	1	2	1	1	1	2	1	2	1	0	0	0	1	2	0	1	0	1	1	1	0	0	0	1	1	1	1	2	0	1	3	2	0	2	1	0	0	2	1	0	1	2	0	1	2	1	0	1	3	1	2	0	0	4	0	1	2	1	1	3
MDH2	0	0	1	1	0	2	0	1	0	0	0	1	2	2	0	1	0	1	2	1	1	1	2	1	2	1	0	0	0	1	2	0	1	0	1	1	1	0	0	0	1	1	1	1	2	0	1	3	2	0	2	1	0	0	2	1	0	1	2	0	1	2	1	0	1	3	1	2	0	0	4	0	1	2	1	1	3
SRRM3	0	0	0	0	0	0	0	1	0	2	0	1	1	2	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	1
HSPB1	1	0	1	6	1	4	0	2	0	0	0	3	0	0	0	2	0	2	1	3	1	1	0	1	0	0	0	0	2	1	0	0	1	2	0	1	2	1	0	0	4	1	3	3	1	0	2	1	2	0	1	0	0	0	3	1	0	1	1	0	0	3	0	0	0	2	2	0	2	0	1	0	0	2	0	0	1
YWHAG	1	1	2	2	3	4	3	2	0	1	1	4	2	2	1	6	0	2	2	2	0	2	0	1	2	0	0	0	2	1	0	0	3	1	0	3	1	0	3	2	4	0	5	1	4	0	1	5	6	0	3	4	0	0	2	4	2	3	1	0	1	2	0	3	0	3	2	1	2	0	2	0	1	3	3	0	4
ZP3	1	1	0	0	2	5	2	1	0	2	0	5	2	1	0	0	0	1	4	3	1	1	0	2	4	0	0	0	0	1	0	0	5	2	0	3	4	0	2	1	3	0	3	3	3	0	4	1	1	0	3	1	0	0	6	4	1	2	2	0	0	3	0	0	0	0	4	1	0	0	2	0	1	3	2	1	1
UPK3B	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1
CCDC146	0	0	1	0	0	1	0	1	0	0	0	1	2	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	2	1	0	0	0	1	2	0	1	0	1	2	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FGL2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSAP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN12	1	0	0	1	1	2	0	1	0	1	0	2	1	0	0	3	0	0	2	2	1	2	0	1	1	1	0	0	1	2	0	0	3	1	1	2	1	0	0	0	3	0	0	1	1	0	1	0	0	0	2	1	3	0	4	2	0	1	0	0	0	1	0	0	0	1	2	0	0	0	3	0	0	1	0	1	0
RSBN1L	0	2	1	0	1	2	0	2	0	1	1	3	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	2	0	2	3	1	0	0	0	4	0	1	1	3	0	3	0	2	0	3	2	2	0	2	2	0	0	0	0	0	1	0	0	0	1	3	0	1	0	2	0	1	3	0	0	1
TMEM60	2	2	0	0	1	4	0	1	0	2	0	1	2	1	0	1	1	1	2	3	2	2	1	2	0	1	0	0	2	1	1	0	3	0	2	3	1	1	1	1	5	0	1	3	2	1	3	0	2	0	0	1	0	0	1	2	0	3	0	0	1	2	1	0	1	2	2	0	0	0	3	0	1	2	1	0	1
PHTF2	2	2	0	0	1	4	0	1	0	2	0	1	2	1	0	1	1	1	2	3	2	2	1	2	0	1	0	0	2	1	1	0	3	0	2	3	1	1	1	1	5	0	1	3	2	1	3	0	2	0	0	1	0	0	1	2	0	3	0	0	1	2	1	0	1	2	2	0	0	0	3	0	1	2	1	0	1
MAGI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3C	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCLO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3E	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1324L	1	1	1	1	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	2	0	2	2	0	0	3	0	2	0	1	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0
DMTF1	4	1	1	4	2	2	0	2	0	1	0	4	1	1	0	1	1	2	1	1	2	1	1	2	1	1	0	0	0	1	0	0	2	0	0	1	2	1	1	3	2	0	2	2	1	0	2	3	2	0	0	0	0	1	1	3	0	2	0	1	0	1	0	0	0	0	1	0	2	0	3	0	1	1	0	0	3
TMEM243	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	1	0	0	2	1	0	1	0	0	1	1	2	0	0	1	1	0	1	1	1	0	1	0	1	0	3	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2	0	1	0
CROT	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	2	2	0	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNDC3B	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBF4	1	0	0	0	1	2	0	1	0	1	0	0	1	0	0	1	0	1	3	2	0	0	0	1	1	1	0	0	2	1	0	0	2	0	1	1	1	2	1	1	3	0	1	3	3	1	2	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	2	0	1	1	0	0	1
SLC25A40	1	0	0	0	1	2	0	1	0	1	0	0	1	0	0	1	0	1	3	2	0	0	0	1	1	1	0	0	2	1	0	0	2	0	1	1	1	2	1	1	3	0	1	3	3	1	2	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	2	0	1	1	0	0	1
ADAM22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SRI	2	0	1	1	1	3	0	2	0	0	0	1	0	1	0	2	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	1	0	1	1	0	0	1	1	1	0	3	1	1	0	1	1	0	0	2	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1
STEAP4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF804B	0	0	2	0	1	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP10	0	2	1	0	1	2	0	1	0	1	1	1	1	1	2	1	0	1	2	1	3	2	0	0	1	0	0	0	1	1	1	0	4	0	0	1	1	1	0	1	2	0	2	1	2	1	2	0	2	0	0	1	0	0	2	2	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1
CLDN12	0	0	1	1	1	1	0	1	0	0	0	1	2	1	2	2	0	0	2	2	2	2	0	1	0	0	0	0	1	1	2	0	2	1	1	3	0	1	0	1	2	1	0	0	1	1	2	1	1	0	1	1	3	0	2	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	2	1	1	1
CDK14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FZD1	0	1	0	0	0	1	0	1	0	0	1	0	2	2	0	1	0	1	1	2	1	1	1	1	2	0	0	0	2	0	0	0	1	1	0	2	0	0	0	0	2	0	3	1	1	0	1	0	2	0	1	0	0	0	1	2	0	0	0	0	0	2	0	1	0	1	1	0	1	0	1	0	0	0	1	2	1
MTERF	1	1	1	1	1	1	0	1	0	1	0	2	1	2	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	2	0	0	0	1	1	2	0	1	0	0	1	1	1	1	0	1	0	2	1	0	0	2	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0
AKAP9	0	1	0	2	0	1	0	2	0	0	0	1	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	3	1	1	0	1	1	2	0	1	1	0	0	1	2	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0
CYP51A1	0	2	2	2	2	3	0	0	0	0	0	2	1	1	0	1	1	2	1	2	1	2	0	1	1	0	0	0	1	1	0	0	2	2	0	1	2	1	0	0	4	0	1	1	2	0	4	1	3	0	1	2	1	1	2	4	0	2	1	0	1	1	1	0	0	1	1	2	1	0	2	0	2	3	2	2	2
KRIT1	1	0	1	0	2	1	0	0	0	1	0	1	0	1	0	2	0	1	1	1	2	1	0	0	2	0	0	0	1	1	0	0	1	0	3	1	1	1	0	0	2	0	1	2	1	0	2	2	3	1	1	1	1	0	2	1	0	0	2	0	1	0	1	0	0	0	2	1	1	0	2	0	0	1	0	1	0
ANKIB1	1	0	1	0	2	1	0	0	0	1	0	1	0	1	0	2	0	1	1	1	2	1	0	0	2	0	0	0	1	1	0	0	1	0	3	1	1	1	0	0	2	0	1	2	1	0	2	2	3	1	1	1	1	0	2	1	0	0	2	0	1	0	1	0	0	0	2	1	1	0	2	0	0	1	0	1	0
GATAD1	0	2	1	0	1	3	0	1	0	1	0	0	2	2	0	2	0	2	2	1	3	2	2	3	2	1	0	0	3	2	0	0	1	0	0	2	1	2	0	1	3	0	1	2	2	0	2	0	1	0	3	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1	1	0
PEX1	1	2	1	1	2	2	0	1	0	0	0	0	2	1	1	2	0	1	2	1	2	2	1	1	0	0	0	0	1	1	0	0	1	0	2	0	1	0	0	1	2	0	2	1	2	1	2	1	2	1	0	0	0	0	3	3	1	1	0	0	0	1	0	0	0	1	1	0	2	1	1	0	1	2	2	0	1
RBM48	1	2	1	1	2	2	0	1	0	0	0	0	2	1	1	2	0	1	2	1	2	2	1	1	0	0	0	0	1	1	0	0	1	0	2	0	1	0	0	1	2	0	2	1	2	1	2	1	2	1	0	0	0	0	3	3	1	1	0	0	0	1	0	0	0	1	1	0	2	1	1	0	1	2	2	0	1
FAM133B	0	1	0	1	0	2	0	2	0	1	1	2	2	2	0	0	0	0	1	1	0	1	0	1	1	0	0	0	2	1	1	0	1	0	0	0	1	1	0	0	1	0	2	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	2	1	0	1	1	1	0	1	1	1	0	1
CDK6	0	0	2	2	0	1	1	3	0	0	0	1	0	2	0	1	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	2	6	0	1	3	4	0	5	1	3	0	1	2	0	0	4	4	0	0	0	0	0	0	0	0	0	0	3	0	1	1	3	0	0	5	0	3	1
SAMD9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD9L	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPACAM2	1	1	2	0	1	1	0	1	0	0	0	6	1	2	1	1	0	1	2	0	1	1	0	1	3	0	0	0	1	1	1	0	2	0	3	2	1	0	0	1	1	0	1	1	1	0	1	1	3	0	2	2	2	0	2	4	0	3	0	0	0	0	0	0	3	4	5	2	0	0	3	0	1	0	2	0	1
TFPI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNG11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BET1	0	2	1	1	0	1	0	0	0	0	0	2	2	1	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0
COL1A2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CASD1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0
SGCE	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG10	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R9A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PON1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
PON3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
PON2	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
PDK4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNC1I1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SLC25A13	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	2	0	0	0	0	1	0	0	2	1	0	2	1	0	0	0	1	0	2	2	1	0	1	0	1	0	3	3	3	0	1	2	0	1	0	0	1	1	1	1	0	1	1	2	1	0	3	0	0	0	1	1	0
SHFM1	0	0	1	1	0	2	2	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	2	0	0	2	2	0	2	2	1	0	1	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1
DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASNS	0	0	1	1	1	2	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	2	0	2	2	1	0	1	2	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
