gs_id	entrez
SP1	6003
SP1	64407
SP1	5997
SP1	6012
SP1	51018
SP1	55061
SP1	252839
SP1	7139
SP1	80342
SP1	6738
SP1	51377
SP1	23528
SP1	80325
SP1	25847
SP1	80254
SP1	64770
SP1	84303
SP1	60678
SP1	8607
SP1	2047
SP1	8997
SP1	4171
SP1	4176
SP1	11343
SP1	5096
SP1	7879
SP1	26984
SP1	29927
SP1	54437
SP1	9515
SP1	23023
SP1	131601
SP1	51084
SP1	2700
SP1	2706
SP1	8100
SP1	54737
SP1	55269
SP1	64328
SP1	7750
SP1	9205
SP1	25841
SP1	203859
SP1	120534
SP1	4076
SP1	847
SP1	1384
SP1	10249
SP1	966
SP1	1479
SP1	91614
SP1	79733
SP1	26273
SP1	10114
SP1	3739
SP1	744
SP1	55226
SP1	79832
SP1	258010
SP1	55346
SP1	54503
SP1	54463
SP1	79072
SP1	4552
SP1	23194
SP1	84246
SP1	54888
SP1	6715
SP1	90441
SP1	375
SP1	442334
SP1	79169
SP1	128308
SP1	8476
SP1	2987
SP1	200205
SP1	574432
SP1	65094
SP1	116841
SP1	89780
SP1	7483
SP1	339500
SP1	79586
SP1	130612
SP1	3579
SP1	2043
SP1	29926
SP1	3485
SP1	3488
SP1	151050
SP1	4133
SP1	10988
SP1	114790
SP1	7145
SP1	64400
SP1	92922
SP1	1066
SP1	80205
SP1	10300
SP1	23594
SP1	55737
SP1	79801
SP1	14
SP1	25953
SP1	10109
SP1	58190
SP1	1593
SP1	151306
SP1	84812
SP1	130367
SP1	64114
SP1	55331
SP1	726
SP1	79731
SP1	51585
SP1	25987
SP1	84532
SP1	8530
SP1	92675
SP1	55184
SP1	10621
SP1	55614
SP1	10801
SP1	63908
SP1	256236
SP1	10483
SP1	7692
SP1	28971
SP1	51773
SP1	79053
SP1	282679
SP1	9828
SP1	26005
SP1	51400
SP1	1207
SP1	51287
SP1	80227
SP1	2017
SP1	23201
SP1	9846
SP1	65987
SP1	283219
SP1	57558
SP1	220064
SP1	58473
SP1	5547
SP1	5870
SP1	27336
SP1	3920
SP1	51634
SP1	4068
SP1	9016
SP1	10479
SP1	84679
SP1	10735
SP1	57187
SP1	331
SP1	27161
SP1	54108
SP1	22898
SP1	1936
SP1	286077
SP1	2738
SP1	79792
SP1	4061
SP1	4062
SP1	84232
SP1	81858
SP1	5339
SP1	5747
SP1	11156
SP1	65263
SP1	7264
SP1	114822
SP1	51337
SP1	84948
SP1	116447
SP1	83696
SP1	203062
SP1	23144
SP1	286128
SP1	9831
SP1	79943
SP1	286075
SP1	90736
SP1	29057
SP1	36
SP1	64376
SP1	101
SP1	50632
SP1	51363
SP1	1892
SP1	282969
SP1	10539
SP1	3632
SP1	4288
SP1	92170
SP1	84504
SP1	196743
SP1	118471
SP1	5791
SP1	10844
SP1	118472
SP1	116983
SP1	126789
SP1	11332
SP1	79814
SP1	375790
SP1	8574
SP1	54896
SP1	441869
SP1	128272
SP1	55210
SP1	83858
SP1	23400
SP1	643988
SP1	55450
SP1	23261
SP1	832
SP1	842
SP1	23341
SP1	81669
SP1	1185
SP1	4524
SP1	22883
SP1	10256
SP1	1269
SP1	56142
SP1	1307
SP1	56998
SP1	84301
SP1	374946
SP1	10459
SP1	1855
SP1	8215
SP1	1870
SP1	79180
SP1	8672
SP1	1969
SP1	2170
SP1	348487
SP1	127281
SP1	54751
SP1	54455
SP1	114827
SP1	2517
SP1	2582
SP1	10691
SP1	54707
SP1	80045
SP1	9563
SP1	57801
SP1	388585
SP1	3155
SP1	10236
SP1	3399
SP1	126917
SP1	9636
SP1	23254
SP1	8514
SP1	261734
SP1	23028
SP1	7805
SP1	26119
SP1	11313
SP1	259283
SP1	51102
SP1	142678
SP1	79906
SP1	11079
SP1	54587
SP1	65220
SP1	55707
SP1	10726
SP1	55229
SP1	553115
SP1	5192
SP1	148479
SP1	5293
SP1	22883
SP1	57095
SP1	23207
SP1	55629
SP1	473
SP1	401934
SP1	6135
SP1	6146
SP1	79363
SP1	347735
SP1	84275
SP1	6518
SP1	23013
SP1	64783
SP1	80176
SP1	10250
SP1	10772
SP1	29101
SP1	25949
SP1	26099
SP1	6920
SP1	6924
SP1	199953
SP1	55092
SP1	8764
SP1	8784
SP1	7293
SP1	3604
SP1	127262
SP1	10277
SP1	23352
SP1	64856
SP1	7709
SP1	9923
SP1	84243
SP1	80818
SP1	26260
SP1	169270
SP1	339541
SP1	79639
SP1	1376
SP1	9813
SP1	6513
SP1	23318
SP1	57643
SP1	54976
SP1	140680
SP1	85364
SP1	1457
SP1	1459
SP1	83541
SP1	2280
SP1	57506
SP1	10528
SP1	80023
SP1	55968
SP1	80025
SP1	10616
SP1	11237
SP1	85508
SP1	27111
SP1	140885
SP1	10326
SP1	55423
SP1	54498
SP1	6666
SP1	140809
SP1	140901
SP1	128637
SP1	57761
SP1	57472
SP1	6940
SP1	501
SP1	134553
SP1	401207
SP1	819
SP1	51265
SP1	7320
SP1	91368
SP1	9879
SP1	65983
SP1	23338
SP1	4001
SP1	115123
SP1	84105
SP1	5307
SP1	5515
SP1	51128
SP1	10802
SP1	6500
SP1	6932
SP1	154796
SP1	55859
SP1	84707
SP1	56271
SP1	340596
SP1	57631
SP1	56000
SP1	401612
SP1	9338
SP1	55026
SP1	11013
SP1	286527
SP1	11013
SP1	286527
SP1	84460
SP1	55859
SP1	84707
SP1	340542
SP1	695
SP1	6166
SP1	6173
SP1	91851
SP1	1730
SP1	79979
SP1	10058
SP1	55139
SP1	79065
SP1	8941
SP1	27013
SP1	79137
SP1	23549
SP1	79411
SP1	8576
SP1	7277
SP1	79840
SP1	130617
SP1	84909
SP1	4814
SP1	138639
SP1	23424
SP1	54881
SP1	55151
SP1	7111
SP1	25822
SP1	2189
SP1	2592
SP1	10020
SP1	84720
SP1	10280
SP1	122416
SP1	56967
SP1	1113
SP1	57718
SP1	23186
SP1	123096
SP1	20
SP1	2529
SP1	10555
SP1	29882
SP1	8636
SP1	92714
SP1	140459
SP1	8019
SP1	286257
SP1	90120
SP1	11094
SP1	64170
SP1	1025
SP1	10044
SP1	1384
SP1	5524
SP1	728489
SP1	22845
SP1	57171
SP1	92715
SP1	29952
SP1	8721
SP1	51162
SP1	79813
SP1	2021
SP1	954
SP1	56654
SP1	54932
SP1	10811
SP1	286336
SP1	54461
SP1	733
SP1	2356
SP1	2800
SP1	3309
SP1	389792
SP1	23203
SP1	56623
SP1	389816
SP1	56262
SP1	11253
SP1	9442
SP1	138151
SP1	27158
SP1	94107
SP1	25920
SP1	4851
SP1	441478
SP1	26012
SP1	28989
SP1	23511
SP1	29085
SP1	23203
SP1	10807
SP1	375775
SP1	10585
SP1	84726
SP1	5730
SP1	169714
SP1	55684
SP1	2889
SP1	727800
SP1	6256
SP1	89958
SP1	1757
SP1	6418
SP1	11182
SP1	54662
SP1	85014
SP1	54863
SP1	286262
SP1	7186
SP1	10010
SP1	10383
SP1	91373
SP1	83549
SP1	7410
SP1	11091
SP1	116225
SP1	7633
SP1	833
SP1	51700
SP1	4046
SP1	4676
SP1	114879
SP1	7262
SP1	5441
SP1	7106
SP1	8495
SP1	5002
SP1	5003
SP1	57007
SP1	248
SP1	250
SP1	10123
SP1	51665
SP1	23192
SP1	51078
SP1	11132
SP1	1285
SP1	1286
SP1	64708
SP1	106479938
SP1	5147
SP1	728294
SP1	129563
SP1	1841
SP1	285193
SP1	2817
SP1	9759
SP1	3069
SP1	4735
SP1	23157
SP1	55355
SP1	84289
SP1	9208
SP1	4705
SP1	4880
SP1	5133
SP1	8864
SP1	5757
SP1	5761
SP1	84236
SP1	51540
SP1	200765
SP1	55230
SP1	132864
SP1	1609
SP1	726
SP1	94031
SP1	57654
SP1	8220
SP1	2928
SP1	8026
SP1	9993
SP1	2952
SP1	9647
SP1	6576
SP1	7332
SP1	203054
SP1	23246
SP1	3297
SP1	10404
SP1	1537
SP1	10983
SP1	54512
SP1	8733
SP1	2907
SP1	84875
SP1	9684
SP1	9401
SP1	26873
SP1	22827
SP1	375686
SP1	51160
SP1	58500
SP1	7553
SP1	25
SP1	203
SP1	158067
SP1	23452
SP1	81873
SP1	11224
SP1	445
SP1	138162
SP1	51116
SP1	79095
SP1	51759
SP1	10868
SP1	157922
SP1	51117
SP1	26995
SP1	153090
SP1	2022
SP1	399665
SP1	64855
SP1	84929
SP1	26301
SP1	8328
SP1	7248
SP1	2733
SP1	2801
SP1	375757
SP1	57720
SP1	90678
SP1	6136
SP1	23413
SP1	4702
SP1	254956
SP1	8021
SP1	4956
SP1	4957
SP1	9858
SP1	5695
SP1	9536
SP1	80142
SP1	138428
SP1	10244
SP1	23637
SP1	9649
SP1	54542
SP1	23064
SP1	114789
SP1	29988
SP1	27090
SP1	30815
SP1	55342
SP1	6812
SP1	6836
SP1	1861
SP1	27348
SP1	27433
SP1	10422
SP1	401551
SP1	57684
SP1	403341
SP1	23099
SP1	1951
SP1	1294
SP1	1499
SP1	10289
SP1	54859
SP1	8692
SP1	11334
SP1	51447
SP1	51517
SP1	4820
SP1	9117
SP1	11186
SP1	65010
SP1	7384
SP1	10347
SP1	1820
SP1	682
SP1	997
SP1	1153
SP1	1265
SP1	91304
SP1	10272
SP1	2879
SP1	610
SP1	23526
SP1	84634
SP1	91300
SP1	10025
SP1	126321
SP1	5064
SP1	5434
SP1	5442
SP1	5725
SP1	55658
SP1	22904
SP1	6794
SP1	57418
SP1	84126
SP1	79714
SP1	51372
SP1	820
SP1	283489
SP1	993
SP1	22907
SP1	4134
SP1	10201
SP1	5210
SP1	5364
SP1	51246
SP1	6599
SP1	11277
SP1	51385
SP1	7920
SP1	259215
SP1	199
SP1	7916
SP1	55937
SP1	7917
SP1	57827
SP1	534
SP1	7919
SP1	4795
SP1	1192
SP1	4439
SP1	1460
SP1	7918
SP1	23564
SP1	80739
SP1	57819
SP1	7940
SP1	10599
SP1	4050
SP1	4049
SP1	100507436
SP1	4277
SP1	259197
SP1	7124
YY1	665
YY1	157313
YY1	54793
YY1	80005
YY1	4741
YY1	4152
YY1	5108
YY1	5520
YY1	7991
YY1	215
YY1	81693
YY1	84334
YY1	9529
YY1	9578
YY1	1120
YY1	1152
YY1	1983
YY1	4140
YY1	10914
YY1	7127
YY1	7187
YY1	115708
YY1	7528
YY1	8907
YY1	84167
YY1	125972
YY1	51293
YY1	10523
YY1	58513
YY1	26017
YY1	4670
YY1	10365
YY1	51257
YY1	84106
YY1	4218
YY1	79939
YY1	84330
YY1	83854
YY1	56342
YY1	692312
YY1	692312
YY1	84971
YY1	55337
YY1	11140
YY1	1032
YY1	65095
YY1	1786
YY1	8666
YY1	3383
YY1	3385
YY1	3386
YY1	51073
YY1	93145
YY1	5032
YY1	692312
YY1	125950
YY1	7297
YY1	122622
YY1	207
YY1	100128927
YY1	122616
YY1	55038
YY1	283638
YY1	29933
YY1	64423
YY1	122618
YY1	10572
YY1	84266
YY1	23476
YY1	3004
YY1	53615
YY1	64180
YY1	399664
YY1	8498
YY1	10045
YY1	6929
YY1	83439
YY1	8744
YY1	91978
YY1	10975
YY1	7730
YY1	79230
YY1	84527
YY1	100529215
YY1	5154
YY1	57786
YY1	100533952
YY1	100533952
YY1	26100
YY1	811
YY1	2193
YY1	23373
YY1	1777
YY1	10661
YY1	8178
YY1	90480
YY1	29911
YY1	9592
YY1	8677
YY1	55295
YY1	79036
YY1	4066
YY1	5886
YY1	439
YY1	79002
YY1	55049
YY1	1725
YY1	84261
YY1	54815
YY1	4125
YY1	84292
YY1	22983
YY1	23332
YY1	83546
YY1	7001
YY1	10535
YY1	256126
YY1	30000
YY1	162993
BRCA1	7561
BRCA1	9534
BRCA1	7594
BRCA1	91120
BRCA1	7639
BRCA1	7643
BRCA1	148198
BRCA1	54463
BRCA1	79072
BRCA1	4552
BRCA1	23194
BRCA1	84246
BRCA1	54888
BRCA1	6715
BRCA1	90441
BRCA1	91703
BRCA1	9049
BRCA1	54998
