ATF2	gm12878_2	8	8	0.036	0.0205616907263097	100
ATF2	gm12878_6	17	12	0.701	0.580567009038781	70.5882352941177
ATF2	gm12878_12	13	13	0.01	0.0180947008590209	100
ATF2	gm12878_14	24	13	0.999	0.991983689873957	54.1666666666667
ATF2	gm12878_57	9	8	0.451	0.267306063865096	88.8888888888889
ATF2	gm12878_147	12	12	0.206	0.140602495735154	100
ATF2	gm12878_164	34	24	0.939	0.944734953841436	70.5882352941177
ATF2	gm12878_209	14	12	0.568	0.420725305500288	85.7142857142857
ATF2	gm12878_237	10	9	0.179	0.107026717060117	90
ATF2	gm12878_283	14	14	0.029	0.0225148929774996	100
ATF2	gm12878_412	26	26	0.131	0.0849408956247262	100
ELF1	gm12878_1	7	4	1	0.999999876312794	57.1428571428571
ELF1	gm12878_2	8	8	0.281	0.130327590638593	100
ELF1	gm12878_4	10	9	0.701	0.465200633789206	90
ELF1	gm12878_5	9	7	0.898	0.80231118449609	77.7777777777778
ELF1	gm12878_6	17	16	0.397	0.231588291338577	94.1176470588235
ELF1	gm12878_9	7	7	0.329	0.144781882901698	100
ELF1	gm12878_10	13	11	0.644	0.467587458364603	84.6153846153846
ELF1	gm12878_11	25	22	0.62	0.483903053799091	88
ELF1	gm12878_14	24	21	0.828	0.722788584691962	87.5
ELF1	gm12878_15	20	13	0.918	0.8814388133611	65
ELF1	gm12878_50	14	12	0.783	0.640955490273032	85.7142857142857
ELF1	gm12878_53	3	3	0.761	0.294574676611495	100
ELF1	gm12878_54	38	32	0.857	0.819425070718407	84.2105263157895
ELF1	gm12878_56	19	17	0.636	0.456912156857823	89.4736842105263
ELF1	gm12878_63	5	3	0.988	0.997270170714972	60
ELF1	gm12878_64	13	10	0.95	0.915019375445301	76.9230769230769
ELF1	gm12878_66	9	7	0.943	0.884199078991582	77.7777777777778
ELF1	gm12878_67	54	44	0.721	0.684718480964698	81.4814814814815
ELF1	gm12878_70	6	6	0.685	0.273144612193206	100
ELF1	gm12878_71	7	7	0.332	0.142542684980304	100
ELF1	gm12878_72	14	10	0.946	0.925549876129993	71.4285714285714
ELF1	gm12878_74	7	7	0.471	0.194966483847984	100
ELF1	gm12878_76	13	12	0.548	0.329576574713603	92.3076923076923
ELF1	gm12878_126	30	29	0.095	0.0930334852698699	96.6666666666667
ELF1	gm12878_132	11	8	0.919	0.864748029402451	72.7272727272727
ELF1	gm12878_133	11	10	0.415	0.243142265240886	90.9090909090909
ELF1	gm12878_145	15	13	0.814	0.606638852982254	86.6666666666667
ELF1	gm12878_146	10	10	0.344	0.149388517636093	100
ELF1	gm12878_147	12	12	0.34	0.157959355683492	100
ELF1	gm12878_163	7	7	0.795	0.322052745148809	100
ELF1	gm12878_164	34	28	0.966	0.98147555345749	82.3529411764706
ELF1	gm12878_165	8	5	0.835	0.753132411843018	62.5
ELF1	gm12878_176	9	8	0.683	0.446701260142723	88.8888888888889
ELF1	gm12878_188	12	8	0.993	0.99394066462247	66.6666666666667
ELF1	gm12878_203	6	5	0.963	0.881154693600016	83.3333333333333
ELF1	gm12878_204	9	8	0.65	0.427215794398702	88.8888888888889
ELF1	gm12878_208	7	7	0.481	0.198500754796432	100
ELF1	gm12878_241	18	18	1	0	100
ELF1	gm12878_330	19	19	0.144	0.0825999543451058	100
ELF1	gm12878_331	10	7	1	0.999999999995996	70
ELF1	gm12878_334	6	6	0.488	0.198740929788894	100
ELF1	gm12878_335	15	14	0.552	0.338029309555426	93.3333333333333
ELF1	gm12878_351	9	8	0.799	0.578372289503573	88.8888888888889
ELF1	gm12878_352	7	6	0.837	0.629155164939041	85.7142857142857
ELF1	gm12878_439	10	9	0.692	0.463522571161022	90
ELF1	gm12878_543	9	9	0.562	0.229457523625275	100
ETV6	gm12878_0	8	0	1	0.990131028297556	0
ETV6	gm12878_77	9	3	0.777	0.651635948453919	33.3333333333333
ETV6	gm12878_91	8	6	0.225	0.137258360784682	75
ETV6	gm12878_108	20	11	0.43	0.397444410753164	55
ETV6	gm12878_139	10	8	0.142	0.0799081706476985	80
ETV6	gm12878_264	8	0	1	0.998220279829523	0
ETV6	gm12878_265	12	4	0.915	0.922796946479881	33.3333333333333
ETV6	gm12878_266	8	4	0.759	0.678200784564182	50
ETV6	gm12878_267	12	6	0.589	0.545538851881642	50
ETV6	gm12878_268	7	2	0.892	0.805567766253879	28.5714285714286
ETV6	gm12878_273	8	0	1	0.985251646925716	0
ETV6	gm12878_274	10	4	0.55	0.497693213714702	40
ETV6	gm12878_375	12	0	1	0.999999878567862	0
ETV6	gm12878_448	18	4	0.984	0.967443027892703	22.2222222222222
ETV6	gm12878_471	20	6	0.955	0.920798818072802	30
ETV6	gm12878_595	8	8	0	7.61133932540236e-07	100
IKZF1	gm12878_0	8	6	0.837	0.736681317310053	75
IKZF1	gm12878_101	16	14	0.554	0.395049131607218	87.5
IKZF1	gm12878_447	6	6	0.545	0.226818022369281	100
IKZF1	gm12878_585	8	8	0.338	0.141860855521924	100
IKZF2	gm12878_9	7	6	0.411	0.243256936183224	85.7142857142857
IKZF2	gm12878_10	13	10	0.615	0.485737759222309	76.9230769230769
IKZF2	gm12878_11	25	16	0.971	0.952934298988431	64
IKZF2	gm12878_12	13	13	0.179	0.0863355064432025	100
IKZF2	gm12878_14	24	18	0.706	0.61719244123254	75
IKZF2	gm12878_17	7	6	0.593	0.380277146599489	85.7142857142857
IKZF2	gm12878_18	7	6	0.721	0.48594519182412	85.7142857142857
IKZF2	gm12878_20	10	9	0.406	0.261154061938783	90
