ARNT	k562_0	8	3	0.352	1	37.5
ARNT	k562_2	8	7	0.508	0.310334840906616	87.5
ARNT	k562_3	23	14	0.454	0.375894791508641	60.8695652173913
ARNT	k562_4	6	0	0.986	0.974398491775211	0
ARNT	k562_80	59	58	0	2.53471812249852e-05	98.3050847457627
ARNT	k562_87	19	17	0.187	0.148728451946021	89.4736842105263
ARNT	k562_246	15	8	0.4	0.295955721647193	53.3333333333333
ARNT	k562_248	10	10	0.215	0.109580226572218	100
ARNT	k562_274	15	0	1	0.990675775916815	0
ARNT	k562_280	7	4	0.843	0.769204500468809	57.1428571428571
ARNT	k562_338	12	11	0.909	0.772712655391041	91.6666666666667
ARNT	k562_357	15	11	0.516	0.383734107203536	73.3333333333333
ARNT	k562_361	6	1	0.953	0.923305439305406	16.6666666666667
ARNT	k562_362	12	5	0.844	0.791503415143544	41.6666666666667
ARNT	k562_379	15	13	0.463	0.317227970591638	86.6666666666667
ARNT	k562_380	10	10	0.905	0.426622417517431	100
ARNT	k562_400	10	8	0.717	0.55754153575808	80
ARNT	k562_422	11	8	0.887	0.814214094055842	72.7272727272727
ARNT	k562_423	9	8	0.184	0.132906964222593	88.8888888888889
ARNT	k562_470	6	2	0.878	0.879841703413325	33.3333333333333
ARNT	k562_492	14	14	0.998	0	100
ARNT	k562_493	16	16	0.763	0.336430880716373	100
ARNT	k562_506	8	7	0.439	0.270378623113387	87.5
ARNT	k562_507	8	6	0.687	0.504835542123123	75
ARNT	k562_508	7	4	0.659	0.575143707261455	57.1428571428571
ARNT	k562_509	8	5	0.603	0.501988728308109	62.5
ARNT	k562_530	8	6	0.591	0.414185401574328	75
ARNT	k562_531	7	6	0.835	0.61310103113402	85.7142857142857
ARNT	k562_559	8	4	0.824	0.811027630614474	50
ARNT	k562_668	6	2	0.937	0.869152587159057	33.3333333333333
ARNT	k562_669	7	0	0.924	0.997048964439254	0
ARNT	k562_687	8	6	0.801	0.597804227200821	75
ARNT	k562_700	7	6	0.536	0.317797261576733	85.7142857142857
ARNT	k562_701	8	5	0.773	0.692161958216202	62.5
ARNT	k562_725	8	2	0.706	0.79563040020645	25
ARNT	k562_732	10	10	0.6	0.269277501544672	100
ARNT	k562_786	9	0	0.993	0.990795777478629	0
ARNT	k562_793	18	8	0.999	0.999605475351912	44.4444444444444
ARNT	k562_795	11	11	0.345	0.159938133520066	100
ARNT	k562_799	7	6	0.293	0.175462099250251	85.7142857142857
ATF3	k562_273	6	6	0.829	0.380993650837647	100
ATF3	k562_274	15	15	0.478	0.222038431458925	100
ATF3	k562_280	7	7	0.808	0.321858627986016	100
ATF3	k562_338	12	12	0.969	0.433747717704883	100
ATF3	k562_356	16	14	0.844	0.741076289486325	87.5
ATF3	k562_361	6	6	0.661	0.268234397141466	100
ATF3	k562_399	13	13	0.855	0.362999478638971	100
ATF3	k562_423	9	9	0.865	0.411444494435246	100
ATF3	k562_425	11	10	0.921	0.851042042963297	90.9090909090909
ATF3	k562_461	13	13	0.391	0.148212332866304	100
ATF3	k562_469	12	11	0.82	0.616464519190427	91.6666666666667
ATF3	k562_655	9	9	0.86	0.360439550568587	100
ATF3	k562_716	10	10	0.843	0.35079510011582	100
ATF3	k562_724	6	6	0.361	0.154530427642621	100
