gs_id	entrez
Other	406
Other	56938
Other	10552
Other	10095
Other	10109
Other	10094
Other	10093
Other	100526693
Other	10092
Other	81873
Other	10776
Other	10777
Other	408
Other	409
Other	92714
Other	27106
Other	57561
Other	410
Other	411
Other	414
Other	415
Other	22901
Other	153642
Other	420
Other	116969
Other	9048
Other	64801
Other	421
Other	10054
Other	57412
Other	427
Other	653308
Other	50807
Other	8853
Other	55616
Other	51665
Other	79754
Other	51676
Other	51130
Other	140459
Other	140460
Other	140461
Other	140462
Other	51008
Other	84164
Other	10973
Other	430
Other	25842
Other	55723
Other	433
Other	55870
Other	9070
Other	41
Other	55515
Other	8623
Other	439
Other	440
Other	54529
Other	444
Other	253982
Other	57168
Other	259266
Other	79058
Other	80150
Other	445
Other	28990
Other	23245
Other	55726
Other	171023
Other	55252
Other	84896
Other	29028
Other	54454
Other	55210
Other	83858
Other	79915
Other	79969
Other	11101
Other	466
Other	1386
Other	467
Other	468
Other	22809
Other	22926
Other	1388
Other	11016
Other	55729
Other	80063
Other	83734
Other	9140
Other	9776
Other	22863
Other	55054
Other	89849
Other	23130
Other	55102
Other	64422
Other	115201
Other	23192
Other	84938
Other	84971
Other	9474
Other	10533
Other	80162
Other	471
Other	51062
Other	64225
Other	25923
Other	472
Other	23300
Other	474
Other	475
Other	57194
Other	57205
Other	23250
Other	23200
Other	286410
Other	57130
Other	23400
Other	79572
Other	476
Other	478
Other	480
Other	481
Other	482
Other	483
Other	488
Other	489
Other	490
Other	493
Other	27032
Other	498
Other	506
Other	509
Other	513
Other	514
Other	515
Other	516
Other	517
Other	518
Other	10476
Other	521
Other	522
Other	9551
Other	100526740
Other	10632
Other	539
Other	55101
Other	537
Other	10159
Other	535
Other	23545
Other	533
Other	527
Other	8992
Other	155066
Other	523
Other	526
Other	528
Other	51382
Other	529
Other	90423
Other	9550
Other	534
Other	51606
Other	538
Other	540
Other	10396
Other	51761
Other	5205
Other	57198
Other	148229
Other	79895
Other	10079
Other	374868
Other	64756
Other	91647
Other	93974
Other	545
Other	51374
Other	84126
Other	8455
Other	546
Other	6310
Other	25814
Other	6311
Other	11273
Other	4287
Other	6314
Other	222255
Other	127002
Other	56970
Other	549
Other	79000
Other	550
Other	6790
Other	54998
Other	9212
Other	6795
Other	26053
Other	57099
Other	23080
Other	60370
Other	126859
Other	8312
Other	8313
Other	558
Other	22994
Other	64343
Other	51582
Other	566
Other	567
Other	8706
Other	148789
Other	8705
Other	126792
Other	145173
Other	26229
Other	10678
Other	10331
Other	79369
Other	84002
Other	93010
Other	84752
Other	146712
Other	2583
Other	283358
Other	2683
Other	8704
Other	8703
Other	8702
Other	9334
Other	9331
Other	11285
Other	27077
Other	80776
Other	79870
Other	29086
Other	23621
Other	25825
Other	571
Other	60468
Other	572
Other	573
Other	9532
Other	9531
Other	9530
Other	9529
Other	7917
Other	22893
Other	576
Other	577
Other	10458
Other	55971
Other	8938
Other	578
Other	25805
Other	8815
Other	55024
Other	54971
Other	6045
Other	580
Other	56751
Other	343472
Other	56033
Other	8538
Other	10409
Other	10538
Other	116071
Other	55509
Other	581
Other	11177
Other	9031
Other	11176
Other	29994
Other	92482
Other	582
Other	79738
Other	166379
Other	583
Other	585
Other	129880
Other	55212
Other	27241
Other	56987
Other	587
Other	55973
Other	10134
Other	9564
Other	8412
Other	10286
Other	54828
Other	55653
Other	586
Other	56647
Other	144233
Other	590
Other	594
Other	10295
Other	8915
Other	53335
Other	596
Other	597
Other	598
Other	10018
Other	83596
Other	23786
Other	440603
Other	599
Other	602
Other	604
Other	255877
Other	9275
Other	9274
Other	607
Other	283149
Other	9774
Other	83875
Other	54880
Other	63035
Other	613
Other	617
Other	622
Other	56898
Other	627
Other	26469
Other	8678
Other	57673
Other	389206
Other	79656
Other	221336
Other	7439
Other	10282
Other	51272
Other	56271
Other	340542
Other	51283
Other	631
Other	632
Other	168620
Other	80823
Other	27319
Other	128408
Other	8553
Other	79365
Other	636
Other	23299
Other	637
Other	638
Other	274
Other	51411
Other	55909
Other	329
Other	330
Other	332
Other	57448
Other	79444
Other	54841
Other	10904
Other	640
Other	641
Other	642
Other	2647
Other	282991
Other	63915
Other	26258
Other	644
Other	645
Other	8548
Other	648
Other	649
Other	27302
Other	650
Other	55589
Other	656
Other	657
Other	659
Other	9790
Other	660
Other	54796
Other	662
Other	663
Other	665
Other	91653
Other	91272
Other	259282
Other	666
Other	51027
Other	388962
Other	23246
Other	79866
Other	669
Other	670
Other	671
Other	10380
Other	2186
Other	673
Other	8315
Other	221927
Other	672
Other	675
Other	55789
Other	6046
Other	8019
Other	23476
Other	29117
Other	10902
Other	65980
Other	9577
Other	677
Other	678
Other	25798
Other	140707
Other	339479
Other	64979
Other	55299
Other	55845
Other	25855
Other	84312
Other	148362
Other	7862
Other	27154
Other	9024
Other	54014
Other	254065
Other	26580
Other	55108
Other	682
Other	8927
Other	54836
Other	683
Other	684
Other	390259
Other	9044
Other	53339
Other	84280
Other	55643
Other	22903
Other	90135
Other	55727
Other	284697
Other	114781
Other	686
Other	689
Other	91408
Other	694
Other	7832
Other	10950
Other	695
Other	11120
Other	10385
Other	11119
Other	11118
Other	10384
Other	8945
Other	699
Other	84811
Other	8896
Other	11149
Other	705
Other	9256
Other	9689
Other	28969
Other	11067
Other	55088
Other	170371
Other	220979
Other	119032
Other	219738
Other	64115
Other	118461
Other	79591
Other	79946
Other	64776
Other	29125
Other	53838
Other	56946
Other	280636
Other	256329
Other	79081
Other	79096
Other	91894
Other	28970
Other	55216
Other	10944
Other	160140
Other	83638
