Group.1	x.active	x.nucleous	x.other
HIM_640	  0.000000	  0.000000	100.000000
HIM_641	  0.000000	  0.000000	100.000000
HIM_642	  0.000000	  0.000000	100.000000
HIM_643	  0.000000	  0.000000	100.000000
HIM_644	  0.000000	  0.000000	100.000000
HIM_645	  0.000000	  0.000000	100.000000
HIM_646	100.000000	  0.000000	  0.000000
HIM_647	100.000000	  0.000000	  0.000000
HIM_648	  0.000000	  0.000000	100.000000
HIM_649	  0.000000	  6.666667	 93.333333
HIM_65	  0.000000	100.000000	  0.000000
HIM_66	  0.000000	  0.000000	100.000000
HIM_67	  0.000000	  0.000000	100.000000
HIM_68	  0.000000	  0.000000	100.000000
HIM_69	  0.000000	  0.000000	100.000000
HIM_7	100.000000	  0.000000	  0.000000
HIM_70	  0.000000	  0.000000	100.000000
HIM_71	  0.000000	  0.000000	100.000000
HIM_72	  0.000000	  0.000000	100.000000
HIM_73	  0.000000	  0.000000	100.000000
HIM_74	  0.000000	  0.000000	100.000000
HIM_75	  0.000000	  0.000000	100.000000
HIM_76	  0.000000	  0.000000	100.000000
HIM_77	  0.000000	100.000000	  0.000000
HIM_78	  0.000000	  0.000000	100.000000
HIM_79	  0.000000	  0.000000	100.000000
HIM_8	  0.000000	  0.000000	100.000000
HIM_80	  0.000000	  0.000000	100.000000
HIM_81	  0.000000	  0.000000	100.000000
HIM_82	  0.000000	  0.000000	100.000000
HIM_83	  0.000000	  0.000000	100.000000
HIM_84	  0.000000	100.000000	  0.000000
HIM_85	  0.000000	  0.000000	100.000000
HIM_86	  0.000000	  0.000000	100.000000
HIM_87	  0.000000	  0.000000	100.000000
HIM_88	 60.000000	  0.000000	 40.000000
HIM_89	  0.000000	  0.000000	100.000000
HIM_9	  0.000000	  0.000000	100.000000
HIM_90	  0.000000	  0.000000	100.000000
HIM_91	  0.000000	 37.500000	 62.500000
HIM_92	  0.000000	  0.000000	100.000000
HIM_93	  0.000000	 14.285714	 85.714286
HIM_94	  0.000000	  0.000000	100.000000
HIM_95	  0.000000	  0.000000	100.000000
HIM_96	  0.000000	  0.000000	100.000000
HIM_97	  0.000000	  0.000000	100.000000
HIM_98	  0.000000	  0.000000	100.000000
HIM_99	  0.000000	  0.000000	100.000000
