Group.1	x.active	x.nucleous	x.other
HIM_482	 41.666667	  0.000000	 58.333333
HIM_483	100.000000	  0.000000	  0.000000
HIM_484	  0.000000	 34.375000	 65.625000
HIM_485	 37.931034	 17.241379	 44.827586
HIM_486	  0.000000	  0.000000	100.000000
HIM_487	  0.000000	  0.000000	100.000000
HIM_488	  0.000000	  0.000000	100.000000
HIM_489	  0.000000	  0.000000	100.000000
HIM_49	  0.000000	  0.000000	100.000000
HIM_490	  0.000000	  0.000000	100.000000
HIM_491	  0.000000	  0.000000	100.000000
HIM_492	  0.000000	  0.000000	100.000000
HIM_493	  0.000000	  0.000000	100.000000
HIM_494	  0.000000	  0.000000	100.000000
HIM_495	  0.000000	  0.000000	100.000000
HIM_496	  0.000000	  0.000000	100.000000
HIM_497	  0.000000	  0.000000	100.000000
HIM_498	  0.000000	  0.000000	100.000000
HIM_499	  0.000000	  0.000000	100.000000
HIM_5	  0.000000	  0.000000	100.000000
HIM_50	  0.000000	  0.000000	100.000000
HIM_500	  0.000000	  0.000000	100.000000
HIM_501	 10.000000	  0.000000	 90.000000
HIM_502	  0.000000	  0.000000	100.000000
HIM_503	  0.000000	  0.000000	100.000000
HIM_504	  0.000000	  0.000000	100.000000
HIM_505	  0.000000	 30.769231	 69.230769
HIM_506	  0.000000	 14.814815	 85.185185
HIM_507	  0.000000	 12.500000	 87.500000
HIM_508	  0.000000	  0.000000	100.000000
HIM_509	  0.000000	  0.000000	100.000000
HIM_51	  0.000000	  0.000000	100.000000
HIM_510	  0.000000	  0.000000	100.000000
HIM_511	  0.000000	  0.000000	100.000000
HIM_512	  0.000000	  0.000000	100.000000
HIM_513	  0.000000	  0.000000	100.000000
HIM_514	  0.000000	  0.000000	100.000000
HIM_515	  0.000000	100.000000	  0.000000
HIM_516	  0.000000	100.000000	  0.000000
HIM_517	  0.000000	  0.000000	100.000000
HIM_518	  0.000000	  0.000000	100.000000
HIM_519	  0.000000	  5.882353	 94.117647
HIM_52	  0.000000	  0.000000	100.000000
HIM_520	  0.000000	 21.621622	 78.378378
HIM_521	  0.000000	  0.000000	100.000000
HIM_522	  0.000000	  0.000000	100.000000
HIM_523	  0.000000	  0.000000	100.000000
HIM_524	  0.000000	  0.000000	100.000000
HIM_525	  0.000000	  0.000000	100.000000
HIM_526	  0.000000	  0.000000	100.000000
HIM_527	  0.000000	  0.000000	100.000000
HIM_528	  0.000000	  0.000000	100.000000
HIM_529	  0.000000	  0.000000	100.000000
HIM_53	  0.000000	  0.000000	100.000000
HIM_530	  0.000000	  0.000000	100.000000
HIM_531	  0.000000	  0.000000	100.000000
HIM_532	  0.000000	  0.000000	100.000000
HIM_533	  0.000000	  0.000000	100.000000
HIM_534	  0.000000	  5.000000	 95.000000
HIM_535	  0.000000	  6.250000	 93.750000
HIM_536	  0.000000	 26.666667	 73.333333
HIM_537	  0.000000	  0.000000	100.000000
HIM_538	  0.000000	  0.000000	100.000000
HIM_539	  0.000000	  0.000000	100.000000
HIM_54	  0.000000	  0.000000	100.000000
HIM_540	  0.000000	 16.666667	 83.333333
HIM_541	  0.000000	 24.137931	 75.862069
HIM_542	  0.000000	  0.000000	100.000000
HIM_543	  0.000000	  0.000000	100.000000
HIM_544	  0.000000	  0.000000	100.000000
HIM_545	  0.000000	  0.000000	100.000000
HIM_546	 43.478261	  0.000000	 56.521739
HIM_547	  0.000000	  0.000000	100.000000
HIM_548	  0.000000	  0.000000	100.000000
HIM_549	  0.000000	  0.000000	100.000000
HIM_55	100.000000	  0.000000	  0.000000
HIM_550	  0.000000	 83.333333	 16.666667
HIM_551	  0.000000	  0.000000	100.000000
HIM_552	  0.000000	  0.000000	100.000000
HIM_553	  0.000000	  0.000000	100.000000
HIM_554	  0.000000	  0.000000	100.000000
HIM_555	  0.000000	  0.000000	100.000000
HIM_556	  0.000000	  0.000000	100.000000
HIM_557	  0.000000	  0.000000	100.000000
HIM_558	  0.000000	  0.000000	100.000000
HIM_559	  0.000000	  0.000000	100.000000
HIM_56	  0.000000	  0.000000	100.000000
HIM_560	  0.000000	  0.000000	100.000000
HIM_561	  0.000000	  0.000000	100.000000
HIM_562	  0.000000	  0.000000	100.000000
HIM_563	  0.000000	  0.000000	100.000000
HIM_564	  0.000000	  0.000000	100.000000
HIM_565	 26.666667	  0.000000	 73.333333
HIM_566	  0.000000	  0.000000	100.000000
HIM_567	  0.000000	  0.000000	100.000000
HIM_568	  0.000000	  0.000000	100.000000
HIM_569	  0.000000	  0.000000	100.000000
HIM_57	  0.000000	  0.000000	100.000000
HIM_570	  0.000000	  0.000000	100.000000
HIM_571	  0.000000	  0.000000	100.000000
HIM_572	  0.000000	  0.000000	100.000000
HIM_573	  0.000000	  0.000000	100.000000
HIM_574	  0.000000	  0.000000	100.000000
HIM_575	  0.000000	 11.111111	 88.888889
HIM_576	  0.000000	 61.538462	 38.461538
HIM_577	  0.000000	  0.000000	100.000000
HIM_578	  0.000000	  0.000000	100.000000
HIM_579	  0.000000	  0.000000	100.000000
HIM_58	  0.000000	  0.000000	100.000000
HIM_580	  0.000000	  0.000000	100.000000
HIM_581	  0.000000	  0.000000	100.000000
HIM_582	  0.000000	  0.000000	100.000000
HIM_583	  0.000000	  0.000000	100.000000
HIM_584	  0.000000	  0.000000	100.000000
HIM_585	  0.000000	  0.000000	100.000000
HIM_586	  0.000000	  0.000000	100.000000
HIM_587	  0.000000	  0.000000	100.000000
HIM_588	  0.000000	  0.000000	100.000000
HIM_589	  0.000000	 14.285714	 85.714286
HIM_59	  0.000000	100.000000	  0.000000
HIM_590	  0.000000	 10.000000	 90.000000
HIM_591	  0.000000	 16.666667	 83.333333
HIM_592	  0.000000	  0.000000	100.000000
HIM_593	  0.000000	  0.000000	100.000000
HIM_594	  0.000000	  0.000000	100.000000
HIM_595	  0.000000	  0.000000	100.000000
HIM_596	  0.000000	  0.000000	100.000000
HIM_597	  0.000000	  0.000000	100.000000
HIM_598	  0.000000	  0.000000	100.000000
HIM_599	  0.000000	100.000000	  0.000000
HIM_6	  0.000000	  0.000000	100.000000
HIM_60	  0.000000	  0.000000	100.000000
HIM_600	  0.000000	100.000000	  0.000000
HIM_601	  0.000000	 41.666667	 58.333333
HIM_602	  0.000000	 62.500000	 37.500000
HIM_603	  0.000000	100.000000	  0.000000
HIM_604	  0.000000	100.000000	  0.000000
HIM_605	  0.000000	  0.000000	100.000000
HIM_606	  0.000000	  0.000000	100.000000
HIM_607	  5.000000	  0.000000	 95.000000
HIM_608	  0.000000	  0.000000	100.000000
HIM_609	  0.000000	  0.000000	100.000000
HIM_61	  0.000000	100.000000	  0.000000
HIM_610	100.000000	  0.000000	  0.000000
HIM_611	  0.000000	  0.000000	100.000000
HIM_612	  0.000000	  0.000000	100.000000
HIM_613	  0.000000	  0.000000	100.000000
HIM_614	100.000000	  0.000000	  0.000000
HIM_615	 52.941176	  0.000000	 47.058824
HIM_616	  0.000000	  0.000000	100.000000
HIM_617	  0.000000	  0.000000	100.000000
HIM_618	  0.000000	  8.333333	 91.666667
HIM_619	  0.000000	 13.636364	 86.363636
HIM_62	  0.000000	 80.645161	 19.354839
HIM_620	  0.000000	  0.000000	100.000000
HIM_621	  0.000000	  0.000000	100.000000
HIM_622	  0.000000	  0.000000	100.000000
HIM_623	  0.000000	  0.000000	100.000000
HIM_624	  3.571429	 17.857143	 78.571429
HIM_625	  0.000000	  5.555556	 94.444444
HIM_626	100.000000	  0.000000	  0.000000
HIM_627	 75.000000	  0.000000	 25.000000
HIM_628	  0.000000	  0.000000	100.000000
HIM_629	  0.000000	  0.000000	100.000000
HIM_63	  0.000000	100.000000	  0.000000
HIM_630	  0.000000	100.000000	  0.000000
HIM_631	  0.000000	100.000000	  0.000000
HIM_632	  0.000000	  0.000000	100.000000
HIM_633	  0.000000	 37.500000	 62.500000
HIM_634	  0.000000	  0.000000	100.000000
HIM_635	  0.000000	  0.000000	100.000000
HIM_636	  0.000000	  0.000000	100.000000
HIM_637	  0.000000	  0.000000	100.000000
HIM_638	  0.000000	  0.000000	100.000000
HIM_639	  0.000000	  0.000000	100.000000
HIM_64	 92.307692	  0.000000	  7.692308
