gene	gm12878	hela	huvec	nhek	k562
C11orf74;RAG2	1	1	1	1	1
NUP98;PGAP2	1	2	1	2	2
RHOG	1	2	2	2	2
STIM1	1	2	1	2	2
PKP3	0	1	1	2	1
SIGIRR	1	2	1	2	1
RRM1	1	1	1	2	2
LRRC4C	2	0	0	0	0
API5	2	1	2	2	1
TTC17	1	1	1	1	1
HSD17B12	1	1	2	2	1
ALKBH3	1	1	1	1	1
ANO9	1	0	1	2	1
ACCS	2	1	2	1	2
TRIM21	1	2	1	2	1
EXT2	2	1	1	1	1
ALX4	2	2	2	1	2
CD82	2	1	2	1	1
TSPAN18	1	0	2	1	1
TP53I11	1	2	2	1	1
PTDSS2	1	1	1	2	1
CHST1	1	0	1	1	1
SLC35C1	1	1	1	1	1
CRY2	1	1	1	1	1
MAPK8IP1	1	1	0	1	2
C11orf94	0	1	0	0	0
PEX16	1	1	1	1	1
GYLTL1B	0	0	0	1	1
PHF21A	1	1	1	1	1
TRIM68	1	2	1	2	2
CREB3L1	1	1	1	2	1
DGKZ	1	1	1	1	1
MDK	1	1	1	1	1
AMBRA1	1	1	1	2	1
ATG13;HARBI1	2	1	1	1	1
ARHGAP1;ZNF408	1	1	1	2	1
CKAP5	2	1	1	1	1
LRP4	0	1	1	1	2
C11orf49	1	1	1	1	1
OR51E2	0	0	2	0	0
ARFGAP2	1	1	1	1	1
PACSIN3	0	1	1	1	1
DDB2	1	1	1	1	1
NR1H3	1	1	1	1	1
ACP2	1	1	1	1	1
MADD	1	1	1	1	1
SPI1	1	2	2	2	1
SLC39A13	1	1	1	1	1
PSMC3	1	1	1	1	1
CELF1	1	1	1	1	1
KBTBD4;NDUFS3	1	1	1	1	1
C1QTNF4	1	0	0	0	0
MTCH2	1	1	1	1	1
AGBL2	1	1	1	1	1
FNBP4	1	1	1	1	1
NUP160	1	1	1	1	1
PTPRJ	1	1	1	1	1
FOLH1	2	0	2	2	0
RNH1	1	1	2	2	1
HBB	2	0	1	0	1
HBD	2	0	0	0	1
HBG2	0	0	0	0	1
HBE1	1	2	0	0	1
HRAS;LRRC56	1	1	2	2	1
TRIM48	0	0	0	1	0
RASSF7	1	1	1	2	1
TRIM6;TRIM6-TRIM34	1	2	1	2	1
TRIM34	1	2	1	2	1
PHRF1	1	1	1	2	1
TRIM5	1	2	2	2	1
APLNR	0	0	2	0	2
TNKS1BP1	2	1	1	1	1
TRIM22	1	2	1	2	1
SSRP1	1	1	1	1	2
PRG3	0	0	0	0	1
PRG2	0	0	0	0	1
SLC43A3	1	1	1	1	1
RTN4RL2	1	1	1	1	2
SLC43A1	1	1	2	1	2
TIMM10	1	1	1	1	1
UBE2L6	1	1	1	1	1
SERPING1	0	0	2	1	1
YPEL4	1	2	1	2	1
CLP1	1	1	1	1	2
ZDHHC5	1	1	1	1	1
MED19;TMX2	1	1	1	1	1
C11orf31	1	1	1	1	1
CTNND1	1	1	1	1	1
LPXN;ZFP91	2	1	2	1	2
CNTF	0	0	0	1	0
GLYATL2	2	0	0	0	2
FAM111B	2	2	2	2	2
FAM111A	2	2	1	1	1
DTX4	2	1	0	0	0
MPEG1	2	0	0	0	1
OSBP	2	1	1	1	1
PATL1	2	2	1	1	1
STX3	2	1	1	2	1
MRPL16	2	1	2	2	1
TCN1	0	1	1	2	1
MS4A3	0	0	0	0	1
MS4A2	0	0	0	0	1
MS4A6A	1	0	2	0	1
MS4A4A	1	0	0	0	1
MS4A7	1	0	0	0	2
MS4A14	1	0	0	0	2
MS4A1	1	1	0	0	0
MS4A13	0	0	0	0	2
MS4A10	0	0	0	2	0
CCDC86	1	2	2	1	1
PTGDR2	0	2	0	0	1
PRPF19	2	1	2	1	1
TMEM109	1	2	2	1	1
TMEM132A	1	2	2	1	1
SLC15A3	1	0	2	0	0
CD6	1	0	0	0	0
CD5	0	0	0	0	1
VPS37C	2	1	2	1	1
IRF7	1	1	2	2	1
VWCE	1	0	2	1	1
DDB1	1	1	1	1	1
CYB561A3;TMEM138	2	1	2	1	1
TMEM216	1	1	1	1	1
CPSF7;SDHAF2	2	1	2	1	1
PPP1R32	0	0	1	0	0
SYT7	0	1	1	1	2
DAGLA	2	1	1	1	2
MYRF	1	1	1	2	2
FEN1;TMEM258	1	1	1	1	2
FADS1;FADS2	2	1	1	2	2
FADS3	2	1	1	2	1
RAB3IL1	0	1	1	2	1
BEST1	0	1	0	2	2
FTH1	1	1	1	2	2
INCENP	1	1	1	2	1
CDHR5	0	0	0	2	0
SCGB1D2	0	1	0	0	0
ASRGL1	1	1	1	0	1
SCGB1A1	0	1	1	0	0
AHNAK	1	1	1	2	1
EEF1G	1	1	1	1	1
TUT1	1	1	1	1	1
MTA2	1	1	1	2	1
B3GAT3;EML3;ROM1	1	1	1	1	1
GANAB	1	1	1	1	1
INTS5	1	1	1	2	1
METTL12	1	1	1	1	1
UBXN1	1	1	1	1	1
LRRN4CL	0	1	0	1	0
BSCL2;GNG3	1	1	1	1	1
HNRNPUL2;TTC9C	1	1	1	1	1
FAM160A2	1	1	1	1	1
POLR2G;ZBTB3	1	1	1	1	1
TAF6L	1	1	1	2	1
TMEM179B;TMEM223	1	1	1	1	1
NXF1	1	1	1	2	1
STX5	1	1	1	2	1
WDR74	1	1	1	1	1
SLC3A2	1	1	1	1	1
CHRM1	0	1	2	0	1
SLC22A10	0	0	0	0	2
SLC22A9	1	0	0	0	0
HRASLS5	0	0	0	0	2
LGALS12	1	0	0	0	1
RARRES3	1	1	1	2	1
HRASLS2	1	1	0	1	0
PLA2G16	1	1	1	1	2
PRKCDBP	1	1	1	1	0
ATL3	2	1	1	1	1
RTN3	1	2	1	1	2
C11orf84	2	1	1	2	1
MARK2	2	1	1	2	1
NAA40	2	1	1	1	1
COX8A	2	1	1	1	1
OTUB1	1	1	1	1	1
MACROD1	2	1	1	1	1
STIP1	2	1	1	1	1
FERMT3	2	1	1	1	1
DNAJC4;NUDT22;TRPT1	2	1	1	1	1
FKBP2;VEGFB	2	1	2	1	1
PLCB3;PPP1R14B	2	1	1	1	1
BAD;GPR137	2	1	1	1	1
TEX40	0	2	1	1	1
ESRRA	2	1	1	1	1
PRDX5;TRMT112	2	1	1	1	1
SMPD1	1	1	1	1	1
CCDC88B	2	1	0	0	1
RPS6KA4	2	1	1	1	1
SLC22A11	1	0	0	0	0
APBB1	1	1	1	1	2
NRXN2	1	0	0	0	2
PYGM	2	1	0	0	1
SF1	1	1	1	1	1
MAP4K2;MEN1	1	1	1	1	1
HPX	0	1	0	0	2
CDC42BPG	1	1	0	2	1
EHD1	1	1	1	2	1
ATG2A	1	1	1	2	1
PPP2R5B	1	1	1	1	1
GPHA2	0	1	0	1	0
BATF2	1	1	1	0	1
ARL2	1	1	1	1	1
SNX15	1	1	1	1	1
SAC3D1	1	1	1	1	1
CDCA5;ZFPL1	1	1	1	1	1
VPS51	1	1	1	1	1
TM7SF2	1	1	1	1	1
FAU;MRPL49;ZNHIT2	1	1	1	1	1
TRIM3	1	1	1	1	1
SYVN1	1	1	1	1	1
SPDYC	0	0	0	0	1
CAPN1	1	1	1	1	1
ARFIP2;TIMM10B	1	1	1	1	1
POLA2	1	1	1	1	1
CDC42EP2	1	1	1	1	1
DPF2	1	1	1	1	1
TIGD3	1	1	1	0	1
FRMD8;SLC25A45	1	1	1	1	1
SCYL1	1	1	1	1	1
LTBP3	1	1	1	1	1
FAM89B;SSSCA1	1	1	1	1	1
EHBP1L1	1	1	1	1	1
KCNK7	0	0	0	1	1
MAP3K11	1	1	1	1	1
SIPA1	1	1	1	1	1
RELA	1	1	1	1	1
KAT5	1	1	1	1	1
RNASEH2C	1	1	1	1	1
OVOL1	1	0	0	1	0
SNX32	1	0	1	1	1
CFL1;MUS81	1	1	1	1	1
CTSW;EFEMP2	1	1	1	1	1
CCDC85B;FIBP	1	1	1	1	1
FOSL1	1	1	1	1	1
C11orf68;DRAP1	1	1	1	1	1
SART1	1	1	1	1	1
BANF1;EIF1AD	1	1	1	1	1
CST6	0	0	1	1	1
SF3B2;GAL3ST3	1	1	1	1	1
PACS1	1	1	1	1	1
KLC2	1	1	1	1	1
RAB1B	1	1	1	1	1
CNIH2	1	1	1	1	1
YIF1A	1	1	1	1	1
CD248	0	0	0	1	1
RIN1	1	1	1	1	1
BRMS1	1	1	1	1	1
SLC29A2	1	1	1	1	1
NPAS4	0	1	0	0	0
ILK;RRP8	1	1	1	1	1
MRPL11	1	1	1	1	1
PELI3	1	1	1	2	1
DPP3	1	1	1	1	1
BBS1	1	1	1	1	1
TAF10	1	1	1	1	1
ZDHHC24	1	1	1	1	1
CTSF	1	1	1	1	1
CCDC87;CCS	2	1	1	1	1
RBM14;RBM14-RBM4	1	1	1	1	1
TPP1	1	1	1	1	1
RBM4	1	1	1	1	2
RBM4B	1	1	2	1	1
SPTBN2	2	1	2	1	1
C11orf80	2	1	2	1	2
RCE1	1	1	2	1	2
DCHS1	0	0	1	0	0
PC	0	1	2	1	1
C11orf86	0	1	0	0	0
SYT12	0	1	0	1	0
RHOD	1	1	1	1	0
KDM2A	1	1	2	1	1
MRPL17	1	1	1	1	1
ANKRD13D	1	1	1	1	1
SSH3	0	2	1	1	1
POLD4	1	1	2	1	1
CLCF1	1	1	2	1	1
RAD9A	1	1	1	1	1
PPP1CA	1	1	2	1	1
TBC1D10C	1	0	0	0	1
CARNS1	0	1	0	0	2
RPS6KB2	1	1	2	1	1
PTPRCAP	1	1	0	0	1
CORO1B;CABP4	1	1	1	1	1
TMEM134	1	1	1	1	1
AIP	1	1	1	1	1
CDK2AP2;PITPNM1	1	1	1	1	1
GSTP1	1	1	2	2	1
NDUFV1	1	1	2	2	2
NUDT8	1	1	1	2	1
ACY3	1	0	0	0	0
ALDH3B2	0	0	0	2	0
UNC93B1;ALDH3B1	1	2	1	1	1
NDUFS8	1	1	1	2	1
TCIRG1	1	2	1	1	1
CHKA	1	1	1	2	2
C11orf24	1	1	1	2	2
LRP5	1	2	1	2	2
PPP6R3	1	1	1	2	2
GAL	0	2	1	2	2
CPT1A	1	1	2	2	1
IGHMBP2;MRPL21	1	2	1	2	1
MRGPRF	0	1	0	0	0
TPCN2	1	1	1	2	2
DEAF1;TMEM80	1	1	1	2	1
MYEOV	1	1	1	1	2
ZNF215	1	2	1	1	1
CCND1	1	1	1	1	1
ORAOV1	1	1	1	2	2
ANO1	0	2	0	2	0
EPS8L2	1	1	2	2	1
FADD	2	2	2	2	1
PPFIA1	1	1	1	1	1
CTTN	1	1	1	2	1
ZNF214	1	2	1	2	1
RBMXL2	0	0	1	0	0
DHCR7	1	1	1	2	2
NADSYN1	2	1	1	2	2
FAM86C1	2	1	1	2	2
RNF121	1	1	1	1	2
IL18BP	2	2	2	0	2
LRTOMT;NUMA1	1	1	1	1	1
LAMTOR1	1	1	1	2	1
ANAPC15	1	1	1	1	1
FOLR3	0	2	0	1	0
FOLR1	0	1	0	0	2
FOLR2	0	0	0	0	2
INPPL1	1	1	2	1	1
PHOX2A	2	2	2	2	2
CLPB	1	1	1	2	2
PDE2A	1	1	1	2	1
ARAP1	2	1	1	1	1
STARD10	1	1	2	2	1
ATG16L2	1	1	2	2	1
FCHSD2	1	1	1	2	1
P2RY2	0	1	1	1	1
P2RY6	0	2	1	0	2
ARHGEF17	1	1	1	1	1
RELT	1	2	1	1	2
FAM168A	1	1	1	1	2
PLEKHB1	1	1	1	0	2
RAB6A	1	1	1	1	1
MRPL48	1	1	1	1	2
COA4;PAAF1	1	1	1	1	1
UCP2	1	1	1	2	2
UCP3	2	0	0	0	0
C2CD3;PPME1	1	1	1	1	1
TALDO1	1	1	1	2	1
P4HA3	0	1	2	0	2
PGM2L1	2	1	1	2	2
KCNE3	0	1	1	0	2
LIPT2	2	1	1	2	2
POLD3	2	1	1	2	1
RNF169	2	1	2	2	2
SPCS2;XRRA1	2	1	1	2	1
NEU3	2	1	1	2	1
SLCO2B1	1	1	2	2	1
OLFML1	0	1	0	0	0
ARRB1	2	1	1	2	2
RPS3	2	1	1	2	1
KLHL35	0	1	1	0	1
GDPD5	2	1	1	2	1
SERPINH1	1	1	1	2	1
PPFIBP2	1	2	1	2	2
MAP6	0	2	1	2	0
DGAT2	1	2	1	2	2
UVRAG	2	2	1	2	1
WNT11	1	2	1	2	2
LRRC32	1	1	1	2	2
TSKU	1	1	1	2	2
ACER3	1	1	1	2	2
CAPN5	1	2	1	2	2
MYO7A	0	0	1	0	0
CYB5R2	1	2	1	2	2
PDDC1	1	1	2	2	1
PAK1	1	2	2	2	2
AQP11	1	1	1	2	1
CLNS1A	1	2	1	1	1
AAMDC;RSF1	1	1	1	1	1
INTS4	1	1	1	1	1
KCTD14	1	0	1	1	1
THRSP	0	0	0	1	0
NDUFC2;NDUFC2-KCTD14	1	2	1	1	1
ALG8	1	2	1	1	1
KCTD21;USP35	1	1	1	1	1
GAB2	1	2	1	1	1
NARS2	1	2	1	1	1
CEND1;SLC25A22	1	1	1	2	1
TENM4	0	2	0	1	0
NLRP10	0	2	0	2	0
RPLP2	1	1	1	2	1
EIF3F	1	2	1	2	2
PNPLA2	0	1	0	2	1
RIC3	1	0	1	2	0
FAM181B	0	0	0	1	0
PRCP	1	1	2	1	1
RAB30	2	1	1	1	2
PCF11	1	1	1	1	1
LMO1	0	2	0	0	0
ANKRD42	2	1	1	1	1
CCDC90B	2	1	1	1	1
CD151	1	1	2	2	1
POLR2L;TSPAN4	1	1	2	2	1
DLG2;TMEM126B	2	1	1	2	1
TMEM126A	2	1	1	1	1
CREBZF	2	1	1	1	1
CCDC89	0	1	0	1	0
SYTL2	1	1	1	1	1
CCDC83	0	0	0	0	1
PICALM	1	1	1	1	1
EED	1	1	1	1	1
C11orf73	1	1	2	1	1
CCDC81	0	0	1	0	0
STK33	1	2	1	2	1
ME3	1	1	1	1	1
PRSS23	2	1	1	1	2
FZD4	2	2	1	1	1
TMEM135	2	2	1	1	1
RPL27A	1	2	1	2	1
RAB38	1	0	2	1	1
CTSC	1	1	2	1	1
TYR	0	0	0	1	0
AKIP1;ST5	1	1	1	1	1
NOX4	0	1	1	2	0
TMEM9B	1	1	1	1	1
NAALAD2	2	0	2	0	2
CHORDC1	2	2	2	2	2
NRIP3	0	1	1	1	1
CHID1	2	1	2	2	1
SCUBE2	0	0	1	1	0
AP2A2	1	1	2	2	1
DENND5A	1	1	1	1	1
SLC36A4	1	2	1	1	1
CCDC67	0	0	0	0	1
SMCO4	1	2	2	1	1
TMEM41B	1	1	1	1	1
C11orf54;TAF1D	1	1	1	1	1
MED17	2	1	2	2	1
VSTM5	0	0	1	1	0
HEPHL1	0	0	0	1	0
PANX1	1	1	2	2	1
IPO7	1	1	1	1	1
ANKRD49;MRE11A	1	1	2	1	1
FUT4	2	1	2	1	1
PIWIL4	0	0	0	0	1
AMOTL1	2	1	2	1	1
CWC15;KDM4D	1	1	2	1	1
ZNF143	1	1	1	1	1
ENDOD1	1	1	2	1	1
SESN3	1	2	1	1	1
CEP57;FAM76B	1	1	1	1	1
MTMR2	1	1	1	1	1
WEE1	1	1	1	1	1
MAML2	1	1	1	1	1
CCDC82;JRKL	1	1	1	1	1
SWAP70	1	1	1	1	1
CNTN5	0	0	0	0	2
CLEC2B	1	1	1	1	1
KLRF2	0	0	0	0	1
ANKS1B	1	2	0	0	0
UHRF1BP1L	2	2	2	2	2
SCYL2	2	2	2	2	2
CLEC2A	0	0	0	1	1
NR1H4	2	2	2	2	2
GAS2L3	2	2	2	2	2
CLEC12A	2	0	0	0	1
ANO4	1	0	0	2	0
CLEC1B	0	0	0	0	1
SLC5A8	0	0	0	2	0
UTP20	2	2	1	2	1
ARL1	1	1	1	1	1
SPIC	1	2	2	2	2
MYBPC1	1	0	0	0	0
CHPT1	1	1	1	1	1
GNPTAB	1	1	2	1	1
DRAM1	1	1	1	1	1
CCDC53	1	1	1	1	1
CLEC1A	0	0	1	0	0
NUP37;PARPBP	1	1	1	1	1
PMCH	0	0	2	0	1
CLEC7A	0	0	1	1	1
IGF1	2	0	0	2	2
OLR1;TMEM52B	0	1	0	1	1
PAH	1	0	0	2	1
ASCL1	1	2	0	0	0
GABARAPL1	1	1	1	2	1
C12orf42	2	0	0	0	0
STAB2	0	0	1	0	2
NT5DC3	1	1	2	1	1
HSP90B1	1	1	1	1	1
C12orf73;TDG	1	1	1	1	1
HCFC2;GLT8D2	1	1	1	1	1
KLRD1	2	0	0	0	0
NFYB	1	1	1	1	1
TXNRD1	1	1	1	1	1
EID3	1	1	1	1	1
CHST11	1	1	1	1	1
SLC41A2	1	1	1	2	1
C12orf45	1	1	1	1	1
KLRK1	2	1	0	0	1
ALDH1L2	0	1	1	1	1
KLRC4	2	1	0	0	0
APPL2	1	1	1	1	1
C12orf75	2	1	1	1	2
KLRC2	0	1	0	0	1
KLRC1	0	1	0	0	0
NUAK1	2	2	1	1	0
CKAP4	2	2	2	1	1
TCP11L2	2	2	1	1	1
POLR3B	2	2	2	1	1
RFX4	2	2	2	2	2
RIC8B	2	2	2	2	2
CRY1	2	2	2	2	2
MAGOHB	2	1	1	1	2
BTBD11	0	0	2	1	0
PWP1	2	2	1	2	1
PRDM4	1	2	1	2	2
STYK1	0	1	1	1	1
WSCD2	0	2	0	2	1
YBX3	2	1	1	1	1
CMKLR1	1	0	1	0	1
FICD	1	1	1	1	1
ISCU;SART3	1	1	1	1	1
TMEM119	0	0	0	2	0
RAD52	2	1	1	2	1
SELPLG	1	1	0	0	1
CORO1C	1	1	1	1	1
SSH1	1	1	1	1	1
USP30	1	1	1	1	1
ALKBH2;UNG	1	1	1	2	1
ACACB	0	0	0	1	0
FOXN4	0	0	0	1	0
KCTD10;UBE3B	2	1	1	2	1
ERC1	2	1	1	2	1
PRR4	0	0	0	2	0
MMAB;MVK	2	1	1	1	1
TRPV4	0	2	1	1	1
GLTP	1	1	1	1	1
TCHP	1	1	1	1	1
ANKRD13A;GIT2	1	1	2	1	1
IFT81	1	1	1	1	1
ATP2A2	1	1	1	1	1
ANAPC7	1	1	1	1	1
ARPC3	1	1	1	1	1
FAM216A;GPN3	1	1	1	1	1
VPS29	1	1	1	1	1
RAD9B	1	1	2	1	1
PPTC7	1	1	1	1	1
TCTN1	1	1	1	1	1
HVCN1	1	1	1	1	1
PPP1CC	1	1	1	1	1
MYL2	0	2	0	0	0
CUX2	0	1	0	0	0
FAM109A	1	1	1	2	1
ATXN2	1	1	1	1	1
ACAD10;BRAP	1	1	1	2	1
ALDH2	1	1	2	2	1
MAPKAPK5	1	1	1	2	1
ERP29;TMEM116	1	1	2	2	1
NAA25	1	1	2	2	1
TRAFD1	2	1	2	1	1
PTPN11;RPL6	1	1	2	2	1
RPH3A	0	0	0	2	0
OAS1	1	1	1	1	1
OAS3	1	1	1	2	1
OAS2	1	1	1	2	2
DTX1	1	0	0	0	0
RASAL1	1	0	0	1	1
DDX54;RITA1	1	1	1	1	1
IQCD;TPCN1	1	1	1	1	1
SLC8B1	1	1	1	1	1
PLBD2	1	1	1	1	1
SDS	0	0	0	0	1
SDSL	1	1	1	1	1
LHX5	2	2	2	2	2
RBM19	2	1	1	1	1
TBX5	2	1	2	2	2
TBX3	0	2	1	2	1
MED13L	2	1	1	1	1
MAP1LC3B2	0	0	0	0	1
C12orf49;RNFT2	1	1	2	1	1
HRK	0	1	0	1	0
FBXW8	1	1	2	1	1
TESC	1	2	2	0	1
FBXO21	2	1	1	1	1
NOS1	0	0	0	1	2
ETV6	1	1	1	1	1
KSR2	1	0	1	1	0
RFC5	1	1	1	1	1
WSB2	1	1	1	1	1
VSIG10	1	1	1	1	1
PEBP1	1	1	1	1	1
SUDS3;TAOK3	1	1	1	1	1
SRRM4	0	2	0	0	0
HSPB8	0	1	1	2	0
CCDC60	0	0	2	0	0
TMEM233	0	0	1	2	2
PRKAB1	1	1	1	2	1
CIT	1	1	1	1	1
RAB35	1	1	1	2	1
RPLP0	1	1	1	1	1
PXN	1	1	1	2	1
MSI1	0	0	0	0	1
COX6A1	1	1	1	1	1
GATC;TRIAP1	1	1	1	1	1
DYNLL1;SRSF9	1	1	1	2	1
COQ5	2	2	1	1	1
RNF10	1	1	1	2	1
POP5	1	2	1	1	1
CABP1	1	0	0	0	1
MLEC	2	2	1	1	1
UNC119B	2	2	1	1	1
ACADS	1	1	1	1	1
SPPL3	2	1	2	2	1
HNF1A	2	2	2	2	2
C12orf43	1	1	1	2	1
OASL	1	2	1	2	1
P2RX7	1	0	1	2	1
P2RX4	1	1	1	1	1
CAMKK2	1	1	1	1	1
ANAPC5	1	1	1	1	1
RNF34	1	1	1	1	1
KDM2B	1	1	1	1	1
ORAI1	1	1	1	1	1
TMEM120B	1	1	1	1	1
BCL2L14	1	1	1	0	0
RHOF	1	1	1	2	1
SETD1B	1	1	1	0	1
PSMD9;HPD	1	1	1	2	1
MLXIP	1	1	1	1	1
LRRC43	0	0	1	1	2
B3GNT4	1	0	0	1	1
VPS33A	1	1	1	1	1
CLIP1	1	1	1	1	1
ZCCHC8	1	1	1	1	1
KNTC1;RSRC2	1	1	1	1	1
HCAR2	0	0	1	1	0
HCAR3	1	0	0	1	0
HCAR1	0	0	1	0	0
DENR	1	1	1	1	1
HIP1R	1	1	1	1	1
VPS37B	1	1	1	1	1
ABCB9;OGFOD2	1	1	1	1	1
ARL6IP4	1	1	1	1	1
PITPNM2	1	2	0	0	1
C12orf65	1	2	1	1	1
CDK2AP1	1	1	1	2	1
SBNO1	1	1	1	2	1
RILPL2	1	1	1	1	1
SNRNP35	1	1	1	1	1
RILPL1	1	1	1	2	1
TMED2	1	1	1	1	1
DDX55	1	1	1	2	1
LRP6	1	1	1	1	1
EIF2B1;GTF2H3	1	1	1	1	1
TCTN2	1	1	1	2	2
ATP6V0A2	1	1	1	1	2
CCDC92;ZNF664	1	1	1	1	2
FAM101A	1	1	1	1	2
MANSC1	0	1	1	1	1
LOH12CR2	1	1	1	1	1
SCARB1	1	1	1	1	1
UBC	1	1	1	1	1
BRI3BP;DHX37	1	1	1	1	1
AACS	1	1	1	1	1
DUSP16	1	1	1	1	1
CREBL2	1	1	1	1	1
GPR19	1	1	1	1	1
APOLD1;CDKN1B	1	1	1	1	1
SLC15A4	1	2	1	2	1
GLT1D1	1	0	0	0	2
DDX47	1	1	1	1	1
GPRC5A	0	1	1	0	0
FZD10	0	2	0	2	0
GPRC5D	0	0	0	1	0
RIMBP2	1	0	0	1	0
STX2	2	1	1	2	2
RAN	1	1	1	2	2
HEBP1	0	1	1	1	1
SFSWAP	1	1	1	2	1
MMP17	0	1	1	2	1
ULK1	1	1	1	2	1
PUS1	2	1	1	2	1
EP400	1	1	1	2	1
GSG1	0	1	0	1	0
EP400NL	1	1	1	1	1
DDX51;NOC4L	1	1	1	1	1
FBRSL1	2	1	1	0	1
POLE;PXMP2	1	1	1	1	1
PGAM5	1	1	1	1	1
ANKLE2	2	1	1	1	1
EMP1	0	1	1	1	1
GOLGA3	2	1	1	1	1
CHFR	2	2	1	1	1
ZNF605	0	0	0	0	0
ZNF26	0	0	0	0	0
ZNF84	0	0	0	0	0
ZNF140	0	0	0	0	0
ZNF10;ZNF891	2	1	1	2	2
ZNF268	2	2	1	2	2
ATF7IP	1	1	1	1	1
PLBD1	0	2	1	2	2
GUCY2C	2	0	0	0	0
H2AFJ;HIST4H4	1	1	1	1	1
C12orf60;WBP11	1	1	1	1	1
ART4	0	0	1	0	2
MGP	0	0	1	0	1
ARHGDIB	2	1	1	1	1
RERG	2	2	1	0	1
PTPRO	2	0	0	1	2
EPS8	2	1	1	2	2
STRAP	2	1	1	1	2
DERA	2	1	1	1	1
MGST1	2	1	1	1	1
LMO3	1	1	0	0	1
FBXL14	2	1	1	2	1
ADIPOR2	2	1	2	2	1
PIK3C2G	0	0	0	1	0
PLEKHA5	2	1	1	1	1
AEBP2	2	1	1	2	1
CACNA2D4	0	0	0	0	1
PDE3A	0	1	1	0	0
DCP1B	1	1	1	2	1
PYROXD1	2	1	1	1	1
GOLT1B;RECQL	2	1	1	1	1
GYS2	0	2	0	0	0
LDHB	1	1	2	2	1
KCNJ8	0	0	1	0	2
CMAS	1	1	2	1	2
ST8SIA1	0	0	0	1	1
C2CD5	1	1	2	1	1
ETNK1	1	1	2	1	2
SOX5	2	2	2	2	1
BCAT1	1	0	2	1	1
C12orf77	1	0	0	0	0
LRMP	1	1	2	0	1
CASC1;LYRM5	1	1	2	1	1
KRAS	1	1	2	2	1
RASSF8	0	1	2	1	0
BHLHE41	1	1	1	1	1
SSPN	0	0	1	1	0
ITPR2	1	1	1	1	1
ASUN;FGFR1OP2	1	1	1	1	1
TM7SF3	1	1	1	1	1
MED21	1	1	1	1	1
STK38L	1	1	1	1	1
ARNTL2	1	1	1	1	1
PPFIBP1	1	1	1	1	1
MRPS35	2	1	1	1	1
KLHL42	1	1	1	1	1
PTHLH	0	1	1	1	1
CCDC91	2	1	2	1	1
FKBP4	1	2	1	2	1
ITFG2	1	1	2	2	1
FAR2	1	0	1	1	1
NRIP2	2	0	0	2	0
ERGIC2	2	1	2	1	1
FOXM1;RHNO1	2	1	1	1	1
TULP3	1	1	1	2	1
TEAD4	2	2	1	1	1
IPO8	2	1	2	1	1
TSPAN11	2	0	2	1	2
DDX11	2	1	2	2	1
FAM60A	1	1	2	1	1
DENND5B	2	2	2	1	2
TSPAN9	2	2	1	1	1
AMN1	1	2	2	1	1
H3F3C	1	2	2	1	1
SLC6A12	1	2	0	0	0
KIAA1551	1	2	2	1	1
BICD1	2	2	1	1	1
FGD4	0	0	1	1	2
DNM1L	2	2	1	1	1
YARS2	1	1	1	1	1
PKP2	2	2	1	1	2
SYT10	0	0	0	0	2
ALG10	2	2	1	2	1
PRMT8	0	0	0	1	0
SLC6A13	1	0	0	0	0
ALG10B	2	2	1	2	1
CPNE8	2	2	1	2	1
PARP11	1	2	1	1	2
KIF21A	2	2	2	1	2
ABCD2;C12orf40	1	0	0	0	1
SLC2A13	1	2	2	2	2
LRRK2	1	2	2	0	2
CNTN1	1	0	1	2	0
GXYLT1	1	1	1	1	1
YAF2	1	1	1	1	1
PPHLN1;ZCRB1	1	1	1	1	1
PRICKLE1	1	0	1	1	1
CCND2	1	1	1	1	1
IRAK4;PUS7L	1	2	2	1	2
TWF1	1	1	2	1	2
TMEM117	2	1	2	2	2
FGF23	0	0	0	0	1
NELL2	0	1	2	2	2
DBX2	2	2	2	2	2
ANO6	1	1	1	1	1
ARID2	1	1	1	1	1
SCAF11	2	1	2	1	2
C12orf4;RAD51AP1	1	1	1	1	1
SLC38A1	2	1	2	1	2
SLC38A2	2	1	2	1	1
DYRK4	1	1	1	2	1
SLC38A4	0	0	2	1	2
PCED1B;AMIGO2	1	1	2	1	1
AKAP3;NDUFA9	1	1	1	2	1
RPAP3	1	1	2	1	1
ENDOU	0	0	0	1	0
RAPGEF3	1	2	1	1	1
SLC48A1	1	1	1	1	1
HDAC7	1	1	1	1	2
VDR	1	1	1	1	2
TMEM106C	1	1	1	2	2
PFKM	1	2	2	1	1
SENP1	1	1	2	1	2
ASB8	1	1	2	1	2
ZNF641	1	1	1	2	2
CCDC77;KDM5A	1	1	1	2	1
KANSL2	1	1	1	1	1
KCNA6	2	0	1	0	0
CCNT1	1	1	1	1	1
ADCY6	1	1	1	1	1
CACNB3	1	1	1	1	0
DDX23	1	1	1	1	1
RND1	1	1	2	1	1
CCDC65	1	2	2	2	1
FKBP11	1	1	1	1	1
ARF3	1	1	2	1	1
WNT10B	1	2	0	1	1
DDN	1	1	0	0	1
PRKAG1	1	1	2	1	1
RHEBL1	1	1	2	2	1
DHH	0	0	1	0	1
LMBR1L	1	1	2	1	1
TUBA1B	1	1	1	1	1
TUBA1A	1	1	1	1	1
TUBA1C	1	1	1	2	1
PRPH	0	1	0	0	0
TROAP	1	1	2	2	1
